id,ElementProperty|MagpieData mean MendeleevNumber,GlobalSymmetryFeatures|spacegroup_num,ValenceOrbital|avg f valence electrons,ElementProperty|MagpieData maximum MendeleevNumber,LatticeConstants|a,ElementProperty|MagpieData range NsValence,ElementProperty|MagpieData maximum NdValence,AtomicOrbitals|gap_AO,YangSolidSolution|Yang delta,ElementProperty|MagpieData mode NUnfilled,LatticeConstants|c,ElementProperty|MagpieData maximum NUnfilled,ValenceOrbital|frac s valence electrons,AtomicOrbitals|LUMO_element,ElementProperty|MagpieData range NUnfilled,hull_distance
92057831,59.8,187,0.0,72,3.00888892786411,0,10,0.0,0.217817456702727,5,7.71996896279855,8,0.384615384615385,22,8,
56920873,64.0,187,2.8,76,3.12049637477071,1,10,0.0,0.260995184744858,5,7.7593145709496,6,0.177777777777778,42,1,
39720486,67.6,187,2.8,76,3.21744176441217,1,10,0.0,0.258645214868096,3,7.34193058821913,5,0.156862745098039,45,2,
27845619,66.4,187,2.8,76,3.14594868573577,1,10,0.0,0.25904940591323,4,7.41495288186038,5,0.163265306122449,44,1,
23074169,64.4,187,8.4,76,3.10190958238324,0,10,0.0,0.259334182314429,5,7.87119836371277,6,0.136986301369863,74,1,
97183264,67.2,187,2.8,76,3.085647970125,0,10,0.0,0.259094811964668,3,6.82336008540627,5,0.196078431372549,27,2,
42368795,63.6,187,2.8,76,3.0469836187822,1,10,0.0,0.258469753691621,5,7.28163420359967,6,0.177777777777778,5,1,
42936180,66.0,187,2.8,76,3.04280964347778,0,10,0.0,0.259094811964668,4,6.96709262893813,5,0.204081632653061,81,1,
37068241,68.4,187,2.8,76,3.0850347551471,0,10,0.0,0.258843582110896,2,7.48730306424294,5,0.188679245283019,28,3,
50619347,65.2,187,2.8,76,3.10980447927148,0,10,0.0,0.259672410290298,5,7.57310117562381,5,0.212765957446809,43,0,
65349018,62.4,187,2.8,76,3.07863412515656,0,10,0.0,0.25904940591323,5,7.44552277111452,7,0.232558139534884,23,2,
94185602,64.0,187,0.0,84,3.07256301057253,0,10,0.0,0.184561293402918,5,6.45622175822443,7,0.32258064516129,23,4,
31254760,63.4,187,2.8,81,3.12368242134349,0,10,0.0,0.263192564548187,5,7.37447963374933,7,0.227272727272727,23,3,
65790324,63.8,187,0.0,83,3.0412429677755,0,3,0.0,0.191249486918778,5,6.20746936313726,7,0.476190476190476,23,4,
37049621,64.8,187,0.0,88,3.05518383743717,0,3,0.0,0.190303673560119,5,6.16044983474719,7,0.454545454545454,23,5,
56140738,61.2,187,0.0,72,3.02119059392525,0,10,0.0,0.229617304492512,5,7.51850482373485,7,0.357142857142857,23,7,
50836291,62.0,187,0.0,74,2.97521936034979,0,10,0.0,0.194942090256101,5,7.04363778012073,7,0.344827586206897,23,2,
79324150,63.0,187,0.0,79,3.01341474003694,0,10,0.0,0.184648700679445,5,6.76357958789966,7,0.333333333333333,23,3,
20419573,62.2,187,0.0,75,3.04207507672834,0,10,0.0,0.225986928334126,5,7.44867758860572,7,0.344827586206897,23,2,
62157849,62.8,187,0.0,78,2.99356528668852,0,3,0.0,0.185701388442046,5,6.57729674005622,7,0.5,23,3,
43065218,63.2,187,0.0,80,3.08290889377329,0,10,0.0,0.225986928334126,5,7.2077064180283,7,0.333333333333333,23,3,
61792438,61.0,187,0.0,72,2.97464373058425,0,10,0.0,0.202199855056514,5,7.08810688618551,7,0.357142857142857,23,7,
75149062,48.2,187,0.0,73,3.32817286324784,0,1,0.0,0.302273053096464,5,8.91614571343531,9,0.666666666666667,5,4,
52634817,50.4,187,0.0,84,3.38847617122789,0,10,0.0,0.318672975713327,5,8.21044391641102,9,0.37037037037037,5,6,
64021875,49.8,187,2.8,81,3.40482499435775,0,10,0.005228,0.309338157101142,5,9.11861986486703,9,0.25,5,5,
43780952,50.2,187,0.0,83,3.48905633835891,0,1,0.0,0.3349241144117,5,7.59354288735737,9,0.588235294117647,5,6,
84135296,51.2,187,0.0,88,3.47386798060568,0,1,0.0,0.333483220730307,5,7.47304895251184,9,0.555555555555556,5,7,
32450971,47.6,187,0.0,72,3.3222598918753,0,10,0.0,0.302228149649038,5,9.36232694010319,9,0.416666666666667,5,9,
58642793,48.4,187,0.0,74,3.35031470695204,0,10,0.0,0.304617729274255,5,8.654929186538,9,0.4,5,4,
43206985,49.4,187,0.0,79,3.35690193480352,0,10,0.013279,0.319731337741697,5,8.51254337602267,9,0.384615384615385,5,5,
36509124,48.6,187,0.0,75,3.36104890083869,0,10,0.0,0.301851901522851,5,9.23269329665104,9,0.4,5,4,
81294637,49.2,187,0.0,78,3.34396017969954,0,1,0.014124,0.32428517299299,5,8.39722148252261,9,0.625,5,5,
98526013,49.6,187,0.0,80,3.38086436971614,0,10,0.0078469999999999,0.301851901522851,5,9.01940095624483,9,0.384615384615385,5,5,
50942871,48.8,187,2.8,76,3.37434944814288,0,10,0.0,0.30816399964714,5,9.23449681000633,9,0.256410256410256,5,4,
96138204,47.4,187,0.0,72,3.32716108973887,0,10,0.0,0.30251785287486,5,8.75376974338552,9,0.416666666666667,5,9,
83265941,62.6,187,0.0,72,3.06246299786788,1,10,0.0,0.211706612085769,5,7.23379615353313,6,0.266666666666667,42,6,
67905128,66.2,187,0.0,72,3.11264392221089,1,10,0.068101,0.198687728150178,3,6.89597335362799,5,0.222222222222222,45,5,
56893071,65.0,187,0.0,72,3.03442911652675,1,10,0.0,0.202199855056514,4,7.07632355357953,5,0.235294117647059,44,5,
83197206,63.0,187,5.6,72,3.05565254910324,0,10,0.0,0.204023067472066,5,7.2801257272414,6,0.172413793103448,74,6,
81693024,65.8,187,0.0,72,2.95458980103477,0,10,0.018228,0.188094099929128,3,6.4852479848981,5,0.277777777777778,27,5,
70843926,62.2,187,0.0,72,2.9257433467939,1,10,0.0,0.195372290231044,5,6.87021256742804,6,0.266666666666667,5,6,
16375284,64.6,187,0.0,72,2.92540161396332,0,10,0.072324,0.188094099929128,4,6.59417008930225,5,0.294117647058823,30,5,
70251698,67.0,187,0.0,72,3.06032802941617,0,10,0.0,0.189422220511447,2,6.19167587579433,5,0.263157894736842,28,5,
24501987,63.8,187,0.0,72,3.00012633275589,0,10,0.0,0.205887700005735,5,7.21311270336537,5,0.3125,43,5,
35842190,61.0,187,0.0,73,3.19217785870218,0,2,0.0,0.253730382469685,5,8.24361577126895,8,0.588235294117647,40,3,
81439706,63.2,187,0.0,84,3.27165995793051,0,10,0.0,0.259209876971558,5,7.51144018408758,8,0.344827586206897,40,5,
72150386,62.6,187,2.8,81,3.28052679046667,0,10,0.0,0.280519703259021,5,8.42510548458202,8,0.238095238095238,40,4,
87932541,63.0,187,0.0,83,3.31296733376454,0,2,0.0,0.272831172793036,5,7.06075378891261,8,0.526315789473684,40,5,
80163975,64.0,187,0.0,88,3.27892773813253,0,2,0.0,0.271520914645437,5,7.05942410166165,8,0.5,40,6,
65483790,60.4,187,0.0,72,3.20750565958183,0,10,0.0,0.262954625331178,5,8.60403232320667,8,0.384615384615385,40,8,
57129046,61.2,187,0.0,74,3.20012397976772,0,10,0.0,0.252497249948616,5,8.12305924031771,8,0.37037037037037,40,3,
64213980,62.2,187,0.0,79,3.20662322829403,0,10,0.0,0.259993958960147,5,7.88461188975136,8,0.357142857142857,40,4,
12086359,61.4,187,0.0,75,3.23982530253825,0,10,0.0,0.261365561965106,5,8.49971916359871,8,0.37037037037037,40,3,
45726190,62.0,187,0.0,78,3.18537701864587,0,2,0.0,0.263570544455797,5,7.80379077019914,8,0.555555555555556,40,4,
65374182,62.4,187,0.0,80,3.25419042259983,0,10,0.0,0.261365561965106,5,8.31292819257919,8,0.357142857142857,40,4,
63975401,61.6,187,2.8,76,3.25392531065028,0,10,0.0,0.278121511168405,5,8.49931910151546,8,0.24390243902439,40,3,
46879352,60.2,187,0.0,72,3.17822288300426,0,10,0.0,0.253441304432607,5,8.24871529728577,8,0.384615384615385,40,8,
